DATE,REEF,SITE,RESEARCH_SITE,SUBSTRATE_000,SUBSTRATE_001,SUBSTRATE_002,SUBSTRATE_003,SUBSTRATE_004,SUBSTRATE_005,SUBSTRATE_006,SUBSTRATE_007,SUBSTRATE_008,SUBSTRATE_009,SUBSTRATE_010,SUBSTRATE_011,SUBSTRATE_012,SUBSTRATE_013,SUBSTRATE_014,SUBSTRATE_015,SUBSTRATE_016,SUBSTRATE_017,SUBSTRATE_018,SUBSTRATE_019,SUBSTRATE_020,SUBSTRATE_021,SUBSTRATE_022,SUBSTRATE_023,SUBSTRATE_024,SUBSTRATE_025,SUBSTRATE_026,SUBSTRATE_027,SUBSTRATE_028,SUBSTRATE_029,SUBSTRATE_030,SUBSTRATE_031,SUBSTRATE_032,SUBSTRATE_033,SUBSTRATE_034,SUBSTRATE_035,SUBSTRATE_036,SUBSTRATE_037,SUBSTRATE_038,SUBSTRATE_039,SUBSTRATE_040,SUBSTRATE_041,SUBSTRATE_042,SUBSTRATE_043,SUBSTRATE_044,SUBSTRATE_045,SUBSTRATE_046,SUBSTRATE_047,SUBSTRATE_048,SUBSTRATE_049,SUBSTRATE_050,SUBSTRATE_051,SUBSTRATE_052,SUBSTRATE_053,SUBSTRATE_054,SUBSTRATE_055,SUBSTRATE_056,SUBSTRATE_057,SUBSTRATE_058,SUBSTRATE_059,SUBSTRATE_060,SUBSTRATE_061,SUBSTRATE_062,SUBSTRATE_063,SUBSTRATE_064,SUBSTRATE_065,SUBSTRATE_066,SUBSTRATE_067,SUBSTRATE_068,SUBSTRATE_069,SUBSTRATE_070,SUBSTRATE_071,SUBSTRATE_072,SUBSTRATE_073,SUBSTRATE_074,SUBSTRATE_075,SUBSTRATE_076,SUBSTRATE_077,SUBSTRATE_078,SUBSTRATE_079,SUBSTRATE_080,SUBSTRATE_081,SUBSTRATE_082,SUBSTRATE_083,SUBSTRATE_084,SUBSTRATE_085,SUBSTRATE_086,SUBSTRATE_087,SUBSTRATE_088,SUBSTRATE_089,SUBSTRATE_090,SUBSTRATE_091,SUBSTRATE_092,SUBSTRATE_093,SUBSTRATE_094,SUBSTRATE_095,SUBSTRATE_096,SUBSTRATE_097,SUBSTRATE_098,SUBSTRATE_099,SUBSTRATE_100,SUBSTRATE_101,SUBSTRATE_102,SUBSTRATE_103,SUBSTRATE_104,SUBSTRATE_105,SUBSTRATE_106,SUBSTRATE_107,SUBSTRATE_108,SUBSTRATE_109,SUBSTRATE_110,SUBSTRATE_111,SUBSTRATE_112,SUBSTRATE_113,SUBSTRATE_114,SUBSTRATE_115,SUBSTRATE_116,SUBSTRATE_117,SUBSTRATE_118,SUBSTRATE_119,SUBSTRATE_120,SUBSTRATE_121,SUBSTRATE_122,SUBSTRATE_123,SUBSTRATE_124,SUBSTRATE_125,SUBSTRATE_126,SUBSTRATE_127,SUBSTRATE_128,SUBSTRATE_129,SUBSTRATE_130,SUBSTRATE_131,SUBSTRATE_132,SUBSTRATE_133,SUBSTRATE_134,SUBSTRATE_135,SUBSTRATE_136,SUBSTRATE_137,SUBSTRATE_138,SUBSTRATE_139,SUBSTRATE_140,SUBSTRATE_141,SUBSTRATE_142,SUBSTRATE_143,SUBSTRATE_144,SUBSTRATE_145,SUBSTRATE_146,SUBSTRATE_147,SUBSTRATE_148,SUBSTRATE_149,SUBSTRATE_150,SUBSTRATE_151,SUBSTRATE_152,SUBSTRATE_153,SUBSTRATE_154,SUBSTRATE_155,SUBSTRATE_156,SUBSTRATE_157,SUBSTRATE_158,SUBSTRATE_159,MACROALGAE_1,MACROALGAE_2,MACROALGAE_3,MACROALGAE_4
25/07/2009 0:00,Flinders Reef,Nursery,2,RCTA,SP,HCP,SCL,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCCA,HCBR,RCCA,HCBR,HCBR,RCCA,HCBR,RCCA,OT,SD,RCTA,HCBR,RCTA,RCTA,RCTA,SCL,RCTA,SD,SD,RCTA,RCTA,SD,SD,RCTA,HCM,HCP,SCL,HCBR,RCTA,RCTA,OT,RB,SD,SD,RCTA,RCCA,HCBR,SC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,0,2,0,6
20/10/2013 0:00,Flinders Reef,Nursery,2,SD,HCBR,HCBR,OT,OT,HCBR,OT,OT,OT,OT,OT,OT,OT,OT,OT,RCCA,RCCA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCTA,RCTA,SD,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,RCCA,RCTA,SD,SD,SD,HCBR,HCBR,HCBR,SD,SD,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,RCCA,RCCA,HCBR,RCTA,SD,SD,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SD,SD,SD,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,SD,HCBR,HCBR,HCBR,SD,RCTA,HCBR,SD,RCTA,HCBR,RCTA,SD,SD,HCBR,HCBR,HCE,HCBR,HCBR,HCE,RCTA,HCBR,HCBR,0,2,2,1
23/10/2010 0:00,Flinders Reef,Nursery,2,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SD,HCBR,HCBR,HCBR,HCBR,SD,RCTA,SD,SD,RCTA,RCTA,HCE,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCCA,HCBR,HCBR,RC,RC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,OT,OT,OT,OT,OT,OT,OT,OT,OT,RCCA,OT,RC,OT,OT,SCL,OT,SCL,RCTA,RCTA,SCL,OT,OT,SCL,SCL,RCTA,RCTA,OT,SCL,SCL,HCF,HCBR,HCF,SPE,HCF,OT,OT,OT,SCL,HC,SCL,OT,OT,OT,OT,SCL,SCL,OT,OT,HC,OT,8,0,2,1
11/01/2015 0:00,Flinders Reef,Nursery,2,RCTA,RCTA,RCTA,RCCA,RCTA,RCCA,RC,RC,RC,RCCA,RCCA,RCCA,RCCA,RC,RCCA,RC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RC,HCBR,RCCA,RC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SC,SP,NIA,SC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SI,SCL,RCTA,RCTA,RCTA,RCCA,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCCA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RC,HCBR,RC,RCTA,RCTA,RCCA,HCBR,RCCA,RC,HCBR,RCTA,RC,RCTA,RCTA,OT,OT,RCCA,OT,OT,RCCA,RCCA,RCCA,0,0,0,0
13/12/2015 0:00,Flinders Reef,Nursery,2,RCCA,RCTA,HCBR,HCBR,HCBR,HCBR,NIA,RCCA,HCBR,RCCA,HCBR,HCBR,RCCA,HCBR,HCBR,NIA,HCBR,HCBR,NIA,NIA,RCCA,NIA,NIA,NIA,RCCA,RCCA,NIA,NIA,RCCA,RCCA,HCBR,HCBR,RCTA,RCCA,RCCA,RCTA,RCCA,RCTA,RCCA,HCBR,NIA,NIA,NIA,RCTA,RCTA,RCCA,HCBR,HCBR,HCBR,RCCA,RCCA,RCCA,RCCA,HCBR,NIA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SC,RCTA,HCBR,HCBR,HC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,NIA,SD,SD,NIA,SCL,RCTA,HC,RCTA,HC,HCBR,RCTA,RCTA,0,0,0,0
13/11/2011 0:00,Flinders Reef,Nursery,2,RCTA,OT,RCTA,RCTA,SCL,SCL,OT,SD,SD,SCL,SCL,OT,OT,OT,OT,SD,SD,OT,OT,OT,OT,OT,RCCA,RCCA,OT,OT,RCCA,OT,OT,OT,OT,RC,OT,RC,OT,RCTA,OT,OT,SD,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,NIA,SD,SD,HCBR,HCBR,SD,RCTA,RCTA,RCTA,HCBR,HCBR,HCM,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SD,RCTA,SD,SD,SD,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,SD,SD,OT,OT,RCTA,SD,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,OT,HCBR,RCTA,SD,SI,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,3,0,2,1
17/10/2009 0:00,Flinders Reef,Nursery,3,RCTA,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,RCTA,RCCA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,OT,SCL,RCCA,OT,SCL,RCTA,RCTA,SCL,NIA,SCL,SCL,SCL,RCTA,HCE,RC,SD,RC,RC,SD,SD,RC,HCE,RC,SCL,HCM,RC,HCE,HCE,SD,SC,RCTA,HCE,RB,RB,SD,SD,RCTA,RC,RC,SD,RC,SD,HCE,SD,SD,RC,SCL,RC,SD,RKC,RB,RCTA,RC,RCTA,HCE,RCTA,SD,RCTA,RCTA,RC,SCL,HCBR,HCBR,OT,HCBR,HCBR,SD,RCTA,HCBR,HCBR,HCBR,SD,HCBR,RCTA,RCTA,RCTA,RC,SC,RB,RB,HCE,RC,HCBR,HCBR,HCBR,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SCL,HCBR,SD,HCBR,HCBR,SD,HCBR,SD,SD,RC,SD,SD,SD,SD,NIA,NIA,HCBR,HCBR,HCBR,RC,RCTA,SD,SD,HCP,RC,RCTA,SD,SD,SD,SD,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SD,HCBR,HCBR,HCBR,HCBR,HCBR,RB,RB,0,0,0,0
16/09/2012 0:00,Flinders Reef,Nursery,3,RCTA,OT,OT,OT,HCBR,SCL,HCBR,SC,SD,SCL,SPE,SD,OT,OT,OT,OT,OT,RB,RCTA,RB,OT,OT,OT,OT,OT,RCTA,OT,OT,OT,OT,RCTA,SD,SD,SD,OT,RCTA,SD,OT,RCTA,SD,RCTA,SD,RCTA,SCL,OT,RCTA,OT,HCP,HCP,HCP,SD,SD,RCTA,RCTA,SD,RCTA,SD,SD,SD,RCTA,HCBR,SD,RCTA,RCTA,HCE,RCTA,HC,RCTA,OT,RCTA,RCTA,RB,OT,RB,RCTA,HCBR,OT,OT,RCTA,OT,HCE,HCP,SD,SD,SCL,SCZ,RCTA,HCBR,HCM,HCM,RCTA,HCE,SCL,RCTA,HCP,HCP,HCBR,SD,SCL,RCTA,RCTA,RCTA,SD,SD,SD,RCTA,SD,HCM,HCBR,HCBR,HCBR,HCBR,RCTA,SD,SD,SD,SD,HC,SD,SD,SD,HCE,SD,HCE,RCTA,RCTA,RCTA,HCE,SD,HCBR,RCTA,HCBR,SD,RCTA,SD,SD,HCBR,RCTA,HCBR,HCE,HCE,HCE,HCE,HCE,SD,SD,OT,SCL,HCE,RCTA,HCE,SCL,SCL,SCL,RCTA,HC,HCE,SCL,SCL,SCL,0,0,0,0
27/10/2013 0:00,Flinders Reef,Nursery,3,OT,HCP,RCTA,RCTA,OT,OT,SD,RCTA,RCTA,RCTA,NIA,RCTA,RCTA,RCTA,OT,OT,RB,SCL,SCL,SCL,HCE,HCP,HCP,HCP,OT,SCL,SCL,HCP,HCP,SD,HCE,OT,SCL,SPE,SCL,RCTA,RCTA,RCTA,HCE,SCZ,RCTA,SD,SCL,SCL,SCL,SCL,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SCL,SC,HCE,RCTA,RCTA,SD,SD,RCTA,SD,OT,SD,HC,HC,RCTA,RCTA,OT,SD,SCL,HC,HCE,OT,SCL,HC,HC,SCL,RCTA,RCTA,OT,RCTA,HCBR,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HC,OT,SCL,RCTA,OT,OT,SCL,RCTA,HCE,OT,OT,RCTA,HCE,RCTA,SC,HC,HC,RCTA,OT,OT,SD,SD,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,HC,OT,RCTA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,SPE,OT,SCL,RCTA,OT,RCTA,RCTA,SCL,HC,HC,HC,SCL,OT,HCE,SCL,RCTA,SD,RCTA,RCTA,SCL,RCTA,OT,RCTA,RCTA,OT,HCE,SD,OT,SC,0,0,0,0
2/02/2012 0:00,Goat Island,Goat Island East,1,SCL,RCTA,HCM,SI,RCTA,SI,RCTA,RCTA,SI,RCTA,HC,SCL,SCL,SCL,SCL,SCL,RCTA,SI,RCTA,HC,HCE,RCTA,SCL,RCTA,SI,RB,SI,RB,RCTA,SI,RB,SCL,OT,RCTA,RCCA,RCTA,RCTA,RCTA,HCBR,RCCA,HCBR,SI,SD,RCCA,SI,SI,RB,SI,SI,RB,RB,RB,RB,RB,HCBR,RCTA,RB,RB,SCL,HCBR,RB,RB,SCL,RC,HC,HC,SI,SI,HC,HC,RB,RCTA,RB,HC,HC,HC,HC,HC,HC,SCL,RB,RCTA,HC,HC,HC,RB,SCL,SI,RCTA,HCE,HCE,HC,HC,SCL,HC,HC,SI,RCTA,RCTA,RCTA,HC,HC,HC,HCM,SI,HC,RB,RB,RB,RB,HC,SI,RCTA,RB,SI,RB,RB,RB,RB,HC,HC,HC,HC,SCL,HC,HC,HC,HC,HC,HC,SCL,SCL,SI,RB,RB,RCCA,RB,RCTA,RCCA,SCL,HC,HC,HC,HC,SCL,RCTA,HC,HC,HC,HC,HC,SI,RB,RCTA,HC,RCTA,SI,SD,HC,HCE,0,0,0,0
19/11/2016 0:00,Goat Island,Goat Island East,1,SC,SI,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RKCTA,SC,RCTA,HCBR,SD,SI,SC,HCBR,HCBR,SC,SC,SI,HCBR,HCBR,SI,HCBR,SC,SC,SC,SC,SC,SC,RCCA,SC,HCBR,HCBR,HCBR,SC,HCBR,HCBR,HCBR,RCTA,HCBR,SI,SD,SD,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,SC,SD,RCTA,RCTA,RCTA,SD,HCM,SC,RB,HCM,SC,SI,HCM,SC,SC,HCBR,SC,HCM,HCM,SC,HCM,HCBR,SC,RB,SD,HCBR,SD,SD,SD,SD,SD,SC,RCTA,SC,SD,RB,RC,RC,RCTA,SI,RCTA,SD,HCM,RB,SC,RCTA,SD,HCM,HCM,RB,SI,SD,SC,HCM,HCBR,SC,HCM,SC,SI,RCTA,SD,SI,SC,HCBR,SC,SD,SI,RB,RB,HCM,SC,SD,SD,RB,SC,HCBR,RCTA,HCM,SD,HCBR,RB,SC,SC,SC,SI,SI,SI,RKC,SC,RB,SD,SC,SI,HCM,SC,SI,HCM,SC,HCM,SD,RCTA,SD,SI,SD,0,0,0,0
24/11/2009 0:00,Goat Island,Goat Island East,1,SI,HCM,SCL,SI,RCTA,SPE,SCL,SPE,SI,SI,SCL,SCL,SI,SCL,SI,SCL,RB,SI,HCM,SC,SD,SD,RB,SD,RB,SI,SI,SCL,SD,SI,SD,SI,SD,SD,RB,RB,HCF,SCL,SCL,RB,SI,RB,RB,SI,SPE,SCL,SI,SI,SI,HCM,SD,SI,SI,SD,SD,SD,SI,SD,SPE,SPE,SD,RB,RB,HC,SI,SC,NIA,RB,RB,SD,RCTA,RB,SI,SI,SD,RB,RCTA,SD,SC,SI,SI,SD,SD,SI,HC,SC,RCTA,SC,RCTA,SP,HC,SC,SC,SC,SC,SC,SI,HC,HC,HC,HC,RCTA,RCTA,RB,HC,HC,RCTA,RCTA,NIA,HC,HC,RB,SI,HC,RCTA,RCTA,SI,HCF,RCTA,SC,HC,HC,HC,RCTA,RCTA,HC,HC,HC,HC,SC,HC,HC,HC,HCM,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,SC,HC,HCF,HC,HC,HC,HC,HC,HC,HC,HC,RCTA,0,11,0,0
27/10/2018 9:40,Goat Island,Goat Island East,1,RCTA,RCTA,RCTA,RCTA,HC,SC,RB,SC,SC,RCTA,RCTA,SD,HCM,RB,RB,SC,HCBR,RCTA,RCTA,RCTA,SC,RCTA,SI,HCBR,HCBR,HCBR,RCTA,HCBR,SD,RCTA,SI,SC,HCBR,SD,HCE,HCE,HCBR,HCBR,HCBR,SC,HCBR,HCP,HCBR,RCTA,RCTA,RCTA,SD,SC,RCTA,RB,RB,RB,HCF,SC,HCBR,RB,SC,SC,RCTA,SI,SC,SD,SI,SD,RB,RCTA,RCTA,RCTA,RB,HC,HCBR,HCBR,SD,RCTA,SD,RCTA,HCBR,HCBR,HCBR,RB,RCTA,HCM,SC,SI,RB,RCTA,SD,HCBR,HCM,RCTA,HCM,SI,SC,SC,RB,RCTA,SD,RCTA,HCM,HCM,RCTA,SC,RB,HC,SC,HCBR,RCTA,HCBR,SP,RB,HCP,RCTA,HCBR,HCP,RCTA,SC,RCTA,HCBR,RB,SI,RB,RB,SD,RB,SD,SI,HCP,SC,RCTA,SI,SPE,SD,SC,SI,SD,HCE,HCP,HCP,SC,SI,HCBR,HCM,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RB,RB,HCE,HCBR,HCBR,RB,SC,SC,RCTA,RB,SI,0,0,0,0
17/11/2017 0:00,Goat Island,Goat Island East,1,SCL,HCP,HCP,SCL,HCP,SCL,SCL,HCP,HCP,SCL,HCP,HCP,SI,SCL,SI,SI,RB,HCP,HCP,SI,SCL,SCL,HCBR,SCL,RC,SCL,HCE,RB,RC,RCTA,RB,HCM,RB,RB,SCL,SCL,RC,SD,RB,SD,HCP,SI,SCL,RB,SCL,SCL,SC,RC,HCE,RB,HCM,RB,SI,RCTA,RCTA,SI,SCL,SCL,SC,HCBR,SD,SC,SC,RB,RB,SC,HCBR,SD,SD,SD,SD,SI,RC,SC,HC,SC,SCL,SI,SD,RB,SCL,RB,SCL,RC,RB,SC,SCL,HCP,HCP,RC,SCL,RB,RB,RC,RC,RB,RB,SCL,SCL,SCL,RB,HC,HCF,RB,RB,RB,SD,RB,HCM,SCL,SD,SD,RB,RC,SCL,SCL,RC,SCL,RC,RB,SCL,RCTA,RCTA,RCTA,RC,SD,SC,SC,SD,SI,SCL,HC,RC,SD,RB,SC,SCL,HC,HC,HCM,SCL,SCL,SC,RC,SI,RB,HCP,HCE,RB,HCP,HC,SC,HC,SCL,SCL,RC,HC,SCL,RC,RB,0,0,0,0
16/11/2010 0:00,Goat Island,Goat Island East,1,SI,HCB,RB,RCTA,SC,RCTA,RCTA,RCTA,RB,RB,RCTA,RB,SC,RCTA,RB,SI,HCM,RCTA,SD,RCTA,SD,HCF,HCF,RCTA,HCP,SI,RCTA,SC,HCBR,HCBR,SI,RB,SI,RCTA,SC,HCE,SI,SI,SI,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,SD,HCP,HCE,RB,RB,HCBR,SC,RB,RB,HCBR,HCP,RCTA,HCE,SC,HCE,HCBR,SD,HCE,HCBR,HCE,RCTA,SI,SI,RB,SD,RB,SC,RB,RCTA,RB,HCBR,HCBR,RCTA,HCP,RB,RB,SI,SD,SD,SI,RB,SC,RB,HCM,RB,RCTA,HCM,HCB,SI,HCM,SI,SI,HCE,HCM,SI,RB,HCB,RB,SC,SC,SI,RB,RB,RCTA,HCBR,HCBR,HCB,RCTA,RB,RB,SC,RCTA,SI,SI,SD,HCM,SC,HCM,SC,SC,HCF,HCE,SI,SI,RCTA,SC,RCTA,SI,SD,SD,HCE,SD,RB,SP,SC,SD,SI,RB,SC,HCM,RB,RB,SD,SP,SC,RB,SC,SC,RB,RCTA,SP,RCTA,SI,RCTA,SI,0,0,0,0
20/01/2013 0:00,Goat Island,Goat Island East,1,RB,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RB,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,SI,SI,RCTA,SI,SCL,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SCL,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SI,HC,SCL,HCBR,SCL,HCBR,HCBR,SCL,RB,RB,HCBR,HCBR,SCL,SI,SCL,RCTA,HC,HCM,RB,RCTA,RB,RCTA,SCL,HCE,RCTA,SCL,HC,SCL,RB,RB,SI,SI,SI,RB,RCTA,SD,RCTA,RCTA,RCTA,RB,SCL,HCM,SCL,HCE,HCM,SCL,HCM,HCE,SCL,SI,RB,SI,HC,RCTA,SD,HCBR,RCTA,SI,RB,HC,HCBR,RCTA,HCBR,HCBR,HCBR,HCE,SCL,SI,SI,SCL,RCTA,SI,HCM,HCE,HCE,RB,RB,SCL,SCL,SD,RB,OT,RCTA,SD,SI,RB,HC,HC,SCL,RB,SD,SI,RB,SCL,RB,HCBR,RB,RB,SI,SCL,RCTA,RCTA,SCL,SCL,HC,SI,HC,HC,SI,SD,SD,SD,SCL,RB,RB,RB,RB,0,0,0,0
19/12/2013 0:00,Goat Island,Goat Island East,1,HCM,RB,HCP,HCP,HCP,HCP,HCM,RB,RB,HCP,HCP,RCTA,SC,HCP,HCP,HCP,SD,RB,RB,HCP,HCP,HCP,RB,HCP,SC,HCP,RKCTA,HCP,HCP,HCP,RB,SC,HCP,SD,SD,SD,SC,HCP,HCM,SC,SC,RKC,HC,SC,RCTA,RKC,HCE,SCL,SD,RKC,SD,SD,SC,SD,SD,HCP,RCTA,SD,SC,SD,RB,SC,SD,SD,HCM,RB,RB,RCTA,HCM,HCP,SC,SD,SD,HC,HC,HC,SD,HCF,HC,SD,RCTA,SC,HCE,RCTA,RCTA,HCP,SC,SC,SD,RCTA,RCTA,SD,SD,SD,SD,SD,SD,RKC,RB,RCTA,RCTA,HCP,RKC,HCP,RCTA,HCP,SC,HCP,HCP,HCP,RKC,SD,SD,RCTA,RCTA,SC,SC,RCTA,RCTA,RCTA,RB,SC,RB,RCTA,SC,HC,SC,RCTA,RCTA,HCF,RCTA,RB,RKC,RKC,SD,SD,HCP,SD,SD,RKC,RB,RB,HCP,HCP,RCTA,RCTA,RCTA,RCTA,SC,SC,SD,SD,RCTA,RB,RB,RCTA,HC,SPE,SC,SD,0,0,0,0
